frame_id,hand_label,landmark_id,x,y,z
24,Left,0,0.24464541673660278,0.9577446579933167,-4.137721134611638e-07
24,Left,1,0.2636979818344116,0.8873671889305115,-0.041827935725450516
24,Left,2,0.23907499015331268,0.799735426902771,-0.05804118886590004
24,Left,3,0.18227306008338928,0.7594667673110962,-0.06836111098527908
24,Left,4,0.14100340008735657,0.731055736541748,-0.07632254809141159
24,Left,5,0.1855839192867279,0.728887677192688,-0.033320676535367966
24,Left,6,0.11748511344194412,0.700078010559082,-0.06752623617649078
24,Left,7,0.07217226177453995,0.7284581065177917,-0.09431814402341843
24,Left,8,0.038528330624103546,0.7684723734855652,-0.10831016302108765
24,Left,9,0.1533648669719696,0.7726085782051086,-0.023432115092873573
24,Left,10,0.11247590184211731,0.7645525336265564,-0.05969347059726715
24,Left,11,0.1168203055858612,0.8090007901191711,-0.08145025372505188
24,Left,12,0.12568816542625427,0.8505145907402039,-0.08869165927171707
24,Left,13,0.13471993803977966,0.8208827376365662,-0.0180817898362875
24,Left,14,0.10279843211174011,0.8385334610939026,-0.057954736053943634
24,Left,15,0.13206078112125397,0.8861134052276611,-0.06354550272226334
24,Left,16,0.15684013068675995,0.9228692054748535,-0.05633518472313881
24,Left,17,0.12527421116828918,0.8727560043334961,-0.015318221412599087
24,Left,18,0.10404651612043381,0.8818680047988892,-0.045035939663648605
24,Left,19,0.1279783695936203,0.9172581434249878,-0.04273824766278267
24,Left,20,0.15059132874011993,0.9434511661529541,-0.03206388279795647
25,Left,0,0.19287648797035217,0.9404729604721069,-2.2172650915308623e-07
25,Left,1,0.21546605229377747,0.864115297794342,-0.0677313357591629
25,Left,2,0.20928767323493958,0.7491681575775146,-0.08493030071258545
25,Left,3,0.17331849038600922,0.6582584381103516,-0.0919545516371727
25,Left,4,0.14909839630126953,0.5807657241821289,-0.09376338124275208
25,Left,5,0.22649894654750824,0.6338889002799988,-0.019716978073120117
25,Left,6,0.1799994558095932,0.528337836265564,-0.0476277731359005
25,Left,7,0.1255391538143158,0.5185340046882629,-0.0781230479478836
25,Left,8,0.07784272730350494,0.5405621528625488,-0.09705644100904465
25,Left,9,0.17724041640758514,0.6519911289215088,0.004564343951642513
25,Left,10,0.13276641070842743,0.5587912797927856,-0.016559157520532608
25,Left,11,0.07826255261898041,0.5389292240142822,-0.0499066561460495
25,Left,12,0.0330377072095871,0.5488047003746033,-0.07382640242576599
25,Left,13,0.13501429557800293,0.6818491816520691,0.019119475036859512
25,Left,14,0.08809535205364227,0.5936437249183655,-0.0052104429341852665
25,Left,15,0.04711626470088959,0.5742416977882385,-0.035146281123161316
25,Left,16,0.011180132627487183,0.5783296823501587,-0.054200537502765656
25,Left,17,0.09617584943771362,0.7210603952407837,0.028056669980287552
25,Left,18,0.056652046740055084,0.6492624282836914,0.0042232125997543335
25,Left,19,0.026759296655654907,0.6302692294120789,-0.014894451946020126
25,Left,20,0.0007890462875366211,0.6275956034660339,-0.026927025988698006
25,Left,0,0.2106359899044037,0.9464197754859924,4.2817330836442125e-07
25,Left,1,0.22885558009147644,0.8588316440582275,-0.06849075108766556
25,Left,2,0.21778930723667145,0.7394362092018127,-0.08082564920186996
25,Left,3,0.18118810653686523,0.6439236402511597,-0.08061392605304718
25,Left,4,0.16193079948425293,0.5615984201431274,-0.07641138136386871
25,Left,5,0.21350999176502228,0.6618409156799316,-0.01627369225025177
25,Left,6,0.17055566608905792,0.5812336802482605,-0.02378048375248909
25,Left,7,0.12212865054607391,0.542141318321228,-0.03916251286864281
25,Left,8,0.07934697717428207,0.5223302245140076,-0.05145327374339104
25,Left,9,0.1716233789920807,0.6889593005180359,0.014948421157896519
25,Left,10,0.12376227974891663,0.6245389580726624,0.010753883980214596
25,Left,11,0.06937042623758316,0.5914961695671082,-0.008355870842933655
25,Left,12,0.027607113122940063,0.5806880593299866,-0.023079151287674904
25,Left,13,0.136487677693367,0.7231844663619995,0.03811488673090935
25,Left,14,0.09201633930206299,0.6578639149665833,0.026542333886027336
25,Left,15,0.050717681646347046,0.628520667552948,0.009093650616705418
25,Left,16,0.015865042805671692,0.6127826571464539,-0.001964106224477291
25,Left,17,0.1098458394408226,0.7619113922119141,0.05541163310408592
25,Left,18,0.0781131163239479,0.7035704851150513,0.04104747623205185
25,Left,19,0.04936130344867706,0.6777609586715698,0.03090682066977024
25,Left,20,0.02266809344291687,0.658271849155426,0.02605113945901394
26,Left,0,0.19229605793952942,0.9157181978225708,4.0274283463759275e-08
26,Left,1,0.21392787992954254,0.8481757640838623,-0.0705338716506958
26,Left,2,0.21583771705627441,0.7261133790016174,-0.08958443254232407
26,Left,3,0.18493683636188507,0.6305844187736511,-0.09829608350992203
26,Left,4,0.16000305116176605,0.5497249960899353,-0.10243060439825058
26,Left,5,0.2246939241886139,0.6202554106712341,-0.028531333431601524
26,Left,6,0.1813880205154419,0.5107913017272949,-0.06154216453433037
26,Left,7,0.12479884922504425,0.4879581332206726,-0.09493064135313034
26,Left,8,0.07485917955636978,0.49475979804992676,-0.11492430418729782
26,Left,9,0.17592421174049377,0.6349464654922485,-0.0049447896890342236
26,Left,10,0.13656893372535706,0.5325922966003418,-0.03168425336480141
26,Left,11,0.08135955035686493,0.5015169978141785,-0.06817376613616943
26,Left,12,0.034535251557826996,0.49720752239227295,-0.0930425375699997
26,Left,13,0.13485877215862274,0.6620910167694092,0.00899601262062788
26,Left,14,0.0902920514345169,0.570461630821228,-0.019436955451965332
26,Left,15,0.04850936681032181,0.5400390028953552,-0.05256613716483116
26,Left,16,0.013314738869667053,0.5336300134658813,-0.07322729378938675
26,Left,17,0.09874723851680756,0.7000465393066406,0.017174120992422104
26,Left,18,0.06074051558971405,0.6266552805900574,-0.009508127346634865
26,Left,19,0.032004378736019135,0.6029475331306458,-0.03068750537931919
26,Left,20,0.00820891559123993,0.5957551002502441,-0.04387333244085312
27,Left,0,0.21784907579421997,0.8690104484558105,5.031915861763991e-07
27,Left,1,0.27186912298202515,0.8009275794029236,-0.04982597753405571
27,Left,2,0.3039029836654663,0.691554844379425,-0.06700945645570755
27,Left,3,0.2974410653114319,0.586910605430603,-0.07890468835830688
27,Left,4,0.2956944406032562,0.5018443465232849,-0.08829959481954575
27,Left,5,0.24443447589874268,0.5488198399543762,-0.025319354608654976
27,Left,6,0.23010574281215668,0.4289449453353882,-0.05231279134750366
27,Left,7,0.20152409374713898,0.36571192741394043,-0.07647382467985153
27,Left,8,0.1684858649969101,0.31855830550193787,-0.09227903187274933
27,Left,9,0.1922120600938797,0.5516405701637268,-0.01598777249455452
27,Left,10,0.16871581971645355,0.4290066957473755,-0.0376390740275383
27,Left,11,0.13649982213974,0.3592281639575958,-0.05965457111597061
27,Left,12,0.1026511937379837,0.30557677149772644,-0.07390625029802322
27,Left,13,0.14716149866580963,0.5806513428688049,-0.013328704982995987
27,Left,14,0.11471342295408249,0.46783170104026794,-0.035154540091753006
27,Left,15,0.08643145859241486,0.4061519205570221,-0.05112027749419212
27,Left,16,0.05731397867202759,0.35704150795936584,-0.060519590973854065
27,Left,17,0.1049775704741478,0.6336044073104858,-0.015482353046536446
27,Left,18,0.07650785893201828,0.5485233068466187,-0.03616805747151375
27,Left,19,0.05445382744073868,0.49994325637817383,-0.0448547825217247
27,Left,20,0.03291497379541397,0.4557533264160156,-0.04782124608755112
28,Left,0,0.22167684137821198,0.8565926551818848,7.332004656745994e-07
28,Left,1,0.2762882709503174,0.7938622832298279,-0.06960339844226837
28,Left,2,0.31064143776893616,0.6859838962554932,-0.09689851850271225
28,Left,3,0.3151991367340088,0.5773167610168457,-0.11470761150121689
28,Left,4,0.32625335454940796,0.48561328649520874,-0.13051369786262512
28,Left,5,0.24856410920619965,0.5281680822372437,-0.0512264259159565
28,Left,6,0.24289342761039734,0.39891260862350464,-0.08123414218425751
28,Left,7,0.22349700331687927,0.321284681558609,-0.10839804261922836
28,Left,8,0.20108839869499207,0.2546922266483307,-0.12807798385620117
28,Left,9,0.1940673589706421,0.5303707122802734,-0.03486064076423645
28,Left,10,0.17473143339157104,0.39243826270103455,-0.059435583651065826
28,Left,11,0.15327654778957367,0.3038121461868286,-0.08595530688762665
28,Left,12,0.1320282220840454,0.22758755087852478,-0.10554934293031693
28,Left,13,0.14878708124160767,0.5607168674468994,-0.025734202936291695
28,Left,14,0.12132521718740463,0.4379691481590271,-0.050510749220848083
28,Left,15,0.10036768019199371,0.3587161898612976,-0.07315994799137115
28,Left,16,0.08236755430698395,0.289619505405426,-0.08880512416362762
28,Left,17,0.10760559886693954,0.6126675009727478,-0.022892098873853683
28,Left,18,0.08213403075933456,0.5224211812019348,-0.04673955217003822
28,Left,19,0.0642905980348587,0.4648677110671997,-0.06070328131318092
28,Left,20,0.048482075333595276,0.4097251892089844,-0.06936521083116531
29,Left,0,0.20888864994049072,0.8573873043060303,7.03536613855249e-07
29,Left,1,0.26661747694015503,0.7930991649627686,-0.06519152969121933
29,Left,2,0.3039572238922119,0.6907017827033997,-0.09165222197771072
29,Left,3,0.3114842176437378,0.5815977454185486,-0.11010612547397614
29,Left,4,0.32460907101631165,0.4863004982471466,-0.12621073424816132
29,Left,5,0.23620997369289398,0.526418924331665,-0.04456440359354019
29,Left,6,0.2367607057094574,0.39784544706344604,-0.07348588854074478
29,Left,7,0.2210475504398346,0.31840747594833374,-0.09990691393613815
29,Left,8,0.20171679556369781,0.2479248046875,-0.1194385513663292
29,Left,9,0.1831711232662201,0.524113655090332,-0.030958935618400574
29,Left,10,0.17183338105678558,0.3827657103538513,-0.05496932193636894
29,Left,11,0.15397317707538605,0.2918947637081146,-0.08080224692821503
29,Left,12,0.1341414600610733,0.2130807638168335,-0.10016701370477676
29,Left,13,0.1393992006778717,0.5511148571968079,-0.024274997413158417
29,Left,14,0.11893279105424881,0.4271998405456543,-0.04763263836503029
29,Left,15,0.1030924841761589,0.35031551122665405,-0.06710562109947205
29,Left,16,0.08839324116706848,0.2844974994659424,-0.08079732954502106
29,Left,17,0.09819670021533966,0.6004948616027832,-0.02381434291601181
29,Left,18,0.07493181526660919,0.5110923051834106,-0.04562314599752426
29,Left,19,0.060373201966285706,0.4508141577243805,-0.05696199834346771
29,Left,20,0.047283634543418884,0.3944605588912964,-0.06387954205274582
30,Left,0,0.1725887656211853,0.8368510007858276,8.692718438396696e-07
