frame_id,landmark_id,x,y,z,visibility
36,0,0.17982223629951477,0.7362948656082153,-0.48570960760116577,0.9996472597122192
36,1,0.16746488213539124,0.7443640232086182,-0.5160491466522217,0.9995155334472656
36,2,0.1636136770248413,0.7381861209869385,-0.5161856412887573,0.9994685053825378
36,3,0.15962547063827515,0.7321718335151672,-0.5163496732711792,0.9995649456977844
36,4,0.1766900271177292,0.7635790109634399,-0.5151854753494263,0.9997392296791077
36,5,0.17941057682037354,0.7706895470619202,-0.5152460932731628,0.9997485280036926
36,6,0.18204247951507568,0.7780681848526001,-0.5153641700744629,0.9997066855430603
36,7,0.14176909625530243,0.7241338491439819,-0.5437849164009094,0.9986910223960876
36,8,0.17386452853679657,0.7957883477210999,-0.537333607673645,0.9996868371963501
36,9,0.16852501034736633,0.7183259129524231,-0.48292216658592224,0.99921715259552
36,10,0.18003414571285248,0.7391447424888611,-0.48122072219848633,0.9989055395126343
36,11,0.09513811767101288,0.6338940858840942,-0.503455400466919,0.9985761642456055
36,12,0.16861169040203094,0.8065135478973389,-0.4333013594150543,0.9979299306869507
36,13,0.12383304536342621,0.46503397822380066,-0.5371795296669006,0.9977359771728516
36,14,0.22512128949165344,0.8790565133094788,-0.4573515057563782,0.9541115760803223
36,15,0.12418552488088608,0.3654274344444275,-0.5736011862754822,0.9930203557014465
36,16,0.26202985644340515,0.9022050499916077,-0.46817082166671753,0.9474376440048218
36,17,0.11465471982955933,0.33208024501800537,-0.619890034198761,0.9901071786880493
36,18,0.2675241231918335,0.9165726900100708,-0.5088586211204529,0.9089363217353821
36,19,0.08581571280956268,0.3241526782512665,-0.6140249967575073,0.9882766604423523
36,20,0.2778794467449188,0.903962254524231,-0.5146844983100891,0.8962701559066772
36,21,0.11545820534229279,0.35603755712509155,-0.5731236338615417,0.971763551235199
36,22,0.27068954706192017,0.9048197865486145,-0.47217923402786255,0.876679003238678
36,23,-7.687881588935852e-05,0.7809821367263794,-0.04703105241060257,0.9996960163116455
36,24,0.04676347225904465,0.8307000994682312,0.046589918434619904,0.9993329644203186
36,25,0.06648372858762741,0.5407496690750122,-0.09666857868432999,0.8608664274215698
36,26,0.1096726804971695,0.5684705972671509,0.011982152238488197,0.12318947166204453
36,27,0.04364777356386185,0.346990704536438,-0.03275585547089577,0.9689623117446899
36,28,0.07168945670127869,0.40652111172676086,0.06176266819238663,0.21168231964111328
36,29,0.03220565989613533,0.32456982135772705,-0.02522418461740017,0.896977424621582
36,30,0.05961494520306587,0.38804319500923157,0.06577068567276001,0.19770333170890808
36,31,0.08308026939630508,0.2631148099899292,-0.10711438953876495,0.9165547490119934
36,32,0.0992707759141922,0.35536766052246094,0.004484096542000771,0.19609607756137848
37,0,0.1682034730911255,0.7052958011627197,-0.20800475776195526,0.9996036291122437
37,1,0.1601417064666748,0.6936749815940857,-0.22497788071632385,0.9994239807128906
37,2,0.15920326113700867,0.6857489347457886,-0.2250513732433319,0.9994125962257385
37,3,0.15774588286876678,0.6781006455421448,-0.22514066100120544,0.9994907379150391
37,4,0.16153305768966675,0.7148596048355103,-0.22565531730651855,0.9996984004974365
37,5,0.16188780963420868,0.7219932079315186,-0.22559809684753418,0.9997249245643616
37,6,0.16227594017982483,0.7292515635490417,-0.22570133209228516,0.9996504783630371
37,7,0.1439371109008789,0.6708620190620422,-0.2360885888338089,0.9986914396286011
37,8,0.15660852193832397,0.7465192675590515,-0.23351582884788513,0.9996936917304993
37,9,0.16499030590057373,0.6976765990257263,-0.20604375004768372,0.9992579817771912
37,10,0.16724887490272522,0.7215303778648376,-0.205282062292099,0.9989769458770752
37,11,0.12468145042657852,0.6343010067939758,-0.2057967483997345,0.9987105131149292
37,12,0.15934881567955017,0.8066140413284302,-0.1582559049129486,0.9981264472007751
37,13,0.16566750407218933,0.5119403600692749,-0.22790749371051788,0.9848783016204834
37,14,0.18197180330753326,0.8871995806694031,-0.12282290309667587,0.9494503736495972
37,15,0.14087602496147156,0.44263431429862976,-0.2820204198360443,0.9851723313331604
37,16,0.1834254413843155,0.9635123610496521,-0.11107851564884186,0.9402716159820557
37,17,0.13137471675872803,0.4073561728000641,-0.30539408326148987,0.9823821783065796
37,18,0.18008264899253845,0.996369481086731,-0.1349993646144867,0.9029949307441711
37,19,0.13711269199848175,0.4223234951496124,-0.3076082468032837,0.9806091785430908
37,20,0.18351520597934723,0.9839012622833252,-0.13121064007282257,0.8901171684265137
37,21,0.1405859887599945,0.440464586019516,-0.2827162742614746,0.9604607820510864
37,22,0.18325024843215942,0.9678903818130493,-0.10859976708889008,0.8709235787391663
37,23,0.028142157942056656,0.7757318019866943,-0.04152678698301315,0.9997193813323975
37,24,0.05404837056994438,0.8359141945838928,0.04121404513716698,0.9993872046470642
37,25,0.06944853812456131,0.522816002368927,-0.0501515194773674,0.8528270125389099
37,26,0.12093448638916016,0.5992687344551086,0.050500281155109406,0.13427606225013733
37,27,0.06554260849952698,0.3215603530406952,-0.016421416774392128,0.9672341346740723
37,28,0.11386962234973907,0.4193498492240906,0.08122463524341583,0.2379252016544342
37,29,0.06083183363080025,0.29962965846061707,-0.013595846481621265,0.8999992609024048
37,30,0.10585172474384308,0.39645591378211975,0.07828918844461441,0.24238917231559753
37,31,0.08310092985630035,0.26328057050704956,-0.10127673298120499,0.9168343544006348
37,32,0.13805276155471802,0.37474265694618225,0.004475017078220844,0.2249985635280609
38,0,0.15653280913829803,0.7255922555923462,-0.30737248063087463,0.9992386102676392
38,1,0.15061721205711365,0.6948740482330322,-0.32746580243110657,0.9990468621253967
38,2,0.15060646831989288,0.69005286693573,-0.32754042744636536,0.9991223812103271
38,3,0.150377094745636,0.6849156618118286,-0.32775354385375977,0.9991486072540283
38,4,0.15012499690055847,0.7188385725021362,-0.33369624614715576,0.9994778037071228
38,5,0.15031610429286957,0.7279256582260132,-0.333609402179718,0.9995704889297485
38,6,0.1505441665649414,0.7367795705795288,-0.33368900418281555,0.9993890523910522
38,7,0.14315415918827057,0.6833668351173401,-0.32665807008743286,0.9984868168830872
38,8,0.146591916680336,0.760655403137207,-0.3482796549797058,0.9996458888053894
38,9,0.15451380610466003,0.7200472354888916,-0.2967127859592438,0.9989820718765259
38,10,0.15521694719791412,0.7436977624893188,-0.3033522069454193,0.9987771511077881
38,11,0.12740570306777954,0.6521124243736267,-0.2687791585922241,0.998790979385376
38,12,0.1516662985086441,0.8180389404296875,-0.24490182101726532,0.9982383251190186
38,13,0.15977931022644043,0.5532047152519226,-0.24525758624076843,0.9493716955184937
38,14,0.18271878361701965,0.8889123797416687,-0.16145388782024384,0.9402414560317993
38,15,0.12729530036449432,0.484417587518692,-0.2838456630706787,0.9538713097572327
38,16,0.21529023349285126,0.9651309847831726,-0.06552030146121979,0.9294999837875366
38,17,0.1214030534029007,0.45667070150375366,-0.2994172275066376,0.9543421864509583
38,18,0.21417240798473358,0.9956744313240051,-0.07107888907194138,0.8944365382194519
38,19,0.12191939353942871,0.4666546881198883,-0.29357054829597473,0.9549626111984253
38,20,0.22363349795341492,0.9800115823745728,-0.05881965160369873,0.8836472034454346
38,21,0.13614104688167572,0.4804394841194153,-0.27994871139526367,0.9255173206329346
38,22,0.21986320614814758,0.9612228870391846,-0.05551604554057121,0.8639448881149292
38,23,0.04173893481492996,0.7794703245162964,-0.03793574497103691,0.9996243119239807
38,24,0.053489428013563156,0.845133900642395,0.03766399249434471,0.9992707967758179
38,25,0.10211708396673203,0.5485267639160156,0.025791119784116745,0.8205744028091431
38,26,0.12466919422149658,0.6282245516777039,0.12559382617473602,0.12509919703006744
38,27,0.09616260230541229,0.38578081130981445,0.18861086666584015,0.9436917901039124
38,28,0.1129535436630249,0.4498984217643738,0.26918667554855347,0.22750993072986603
38,29,0.09288419038057327,0.3627261817455292,0.20724153518676758,0.8675405383110046
38,30,0.10605255514383316,0.4220524728298187,0.28019919991493225,0.2413225620985031
38,31,0.08464561402797699,0.30120691657066345,0.16780413687229156,0.8826344609260559
38,32,0.1330236792564392,0.4152693450450897,0.2437862902879715,0.2192215919494629
39,0,0.1604061722755432,0.7139459252357483,-0.32924020290374756,0.9992890954017639
39,1,0.15209397673606873,0.7012993693351746,-0.3524308204650879,0.9991204738616943
39,2,0.15294407308101654,0.6956855654716492,-0.3524612784385681,0.9991796016693115
39,3,0.15313267707824707,0.6901274919509888,-0.3525382876396179,0.9992094039916992
39,4,0.15239229798316956,0.7195998430252075,-0.3518304228782654,0.9995182752609253
39,5,0.15341287851333618,0.7259223461151123,-0.351921021938324,0.999596357345581
39,6,0.1544189155101776,0.7321500778198242,-0.3520370125770569,0.9994337558746338
39,7,0.14702290296554565,0.6860347986221313,-0.35272958874702454,0.9985794425010681
39,8,0.1517595648765564,0.749769926071167,-0.3450350761413574,0.9996665716171265
39,9,0.1552872508764267,0.7091658115386963,-0.31637245416641235,0.9990468621253967
39,10,0.15928447246551514,0.7291402220726013,-0.31440746784210205,0.9988605976104736
39,11,0.12201768159866333,0.6494811177253723,-0.28859710693359375,0.9986953139305115
39,12,0.16785603761672974,0.8110039234161377,-0.25164300203323364,0.9982948899269104
39,13,0.12393422424793243,0.5258443355560303,-0.3181605339050293,0.9521782398223877
39,14,0.1893029510974884,0.8816050887107849,-0.23639950156211853,0.9416460394859314
39,15,0.10809675604104996,0.42360374331474304,-0.39567825198173523,0.9566241502761841
39,16,0.2495875358581543,0.9589890241622925,-0.26123008131980896,0.9273024201393127
39,17,0.10092388093471527,0.37078657746315,-0.43197402358055115,0.9565338492393494
39,18,0.2624359726905823,0.9916321635246277,-0.2923620343208313,0.8919485807418823
39,19,0.11589382588863373,0.39681413769721985,-0.43151816725730896,0.9571132659912109
39,20,0.264588862657547,0.9612590074539185,-0.29165536165237427,0.8815432786941528
39,21,0.11610269546508789,0.40912941098213196,-0.3960641324520111,0.9277282953262329
39,22,0.25837624073028564,0.9541891813278198,-0.26053154468536377,0.8604406118392944
39,23,0.03202085196971893,0.7856379151344299,-0.02843344584107399,0.9994416832923889
39,24,0.056063584983348846,0.8486999869346619,0.027662459760904312,0.9991819858551025
39,25,0.09314288944005966,0.5478857755661011,0.03168165311217308,0.7785770893096924
39,26,0.15349745750427246,0.6501744985580444,0.08637739717960358,0.1593499332666397
39,27,0.08368616551160812,0.40903013944625854,0.14130911231040955,0.9337232112884521
39,28,0.156020849943161,0.6022824048995972,0.19680491089820862,0.25210243463516235
39,29,0.07536162436008453,0.3970974385738373,0.15243765711784363,0.8589275479316711
39,30,0.14828895032405853,0.6009276509284973,0.20744256675243378,0.2631339728832245
39,31,0.08478637784719467,0.31300294399261475,0.09015366435050964,0.8702384233474731
39,32,0.1844433695077896,0.5800061821937561,0.1760624796152115,0.23367436230182648
40,0,0.1626024693250656,0.6847957372665405,-0.17181019484996796,0.9993098974227905
40,1,0.15654191374778748,0.6730528473854065,-0.19825685024261475,0.9991403222084045
40,2,0.15783026814460754,0.6663862466812134,-0.19829241931438446,0.9991851449012756
40,3,0.15824899077415466,0.6599138379096985,-0.19833627343177795,0.9992209076881409
40,4,0.1543576866388321,0.6922803521156311,-0.19418373703956604,0.9995320439338684
40,5,0.15450553596019745,0.6987229585647583,-0.19426120817661285,0.9995983839035034
